"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.reply_to","Input.source","Input.url","Answer.counter.label","Approve","Reject"
"301KG0KX9CI9ECWWUO15B4S6BXE2HU","3P7L6K2EZ9XVGD5DVSKNTJFSSDFN4E","Counterspeech Identification","Counterspeech Identification","hate speech, counter speech, social media, identification","$0.01","Fri Feb 28 11:01:24 PST 2020","3","BatchId:3937885;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 06 11:01:24 PST 2020","","","33FBRBDW6PWW53KZEF17YO4FA0L8C8","AFQIHS5XX58NR","Submitted","Fri Feb 28 11:15:24 PST 2020","Fri Feb 28 11:15:30 PST 2020","Mon Mar 02 11:15:30 PST 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","original post","We also need a wall between big pharmas fake vaccines and us!!! https://youtu.be/qmzWq6Ej6Os","https://mbasic.facebook.com/story.php?story_fbid=10162169751605725&id=153080620724&p=770&av=100006202006442&eav=AfaFcy_n6BjJ7wRlfQvSe9y4gP9B0uGGNvqRQC1E-454ADX4z8TAxQiWb4h4HwKvrKU&refid=52","Warning"
"301KG0KX9CI9ECWWUO15B4S6BXE2HU","3P7L6K2EZ9XVGD5DVSKNTJFSSDFN4E","Counterspeech Identification","Counterspeech Identification","hate speech, counter speech, social media, identification","$0.01","Fri Feb 28 11:01:24 PST 2020","3","BatchId:3937885;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 06 11:01:24 PST 2020","","","3GFK2QRXXAEMWJ72X8U5YY1R0Q05WA","A9KV8Q3VJY3Q5","Submitted","Fri Feb 28 11:06:58 PST 2020","Fri Feb 28 11:07:04 PST 2020","Mon Mar 02 11:07:04 PST 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","original post","We also need a wall between big pharmas fake vaccines and us!!! https://youtu.be/qmzWq6Ej6Os","https://mbasic.facebook.com/story.php?story_fbid=10162169751605725&id=153080620724&p=770&av=100006202006442&eav=AfaFcy_n6BjJ7wRlfQvSe9y4gP9B0uGGNvqRQC1E-454ADX4z8TAxQiWb4h4HwKvrKU&refid=52","Humor"
"301KG0KX9CI9ECWWUO15B4S6BXE2HU","3P7L6K2EZ9XVGD5DVSKNTJFSSDFN4E","Counterspeech Identification","Counterspeech Identification","hate speech, counter speech, social media, identification","$0.01","Fri Feb 28 11:01:24 PST 2020","3","BatchId:3937885;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 06 11:01:24 PST 2020","","","3XM0HYN6NLWW8T3UWN9DAYZ8KMWEPP","A344S14EBWE8L4","Submitted","Fri Feb 28 11:07:37 PST 2020","Fri Feb 28 11:07:43 PST 2020","Mon Mar 02 11:07:43 PST 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","original post","We also need a wall between big pharmas fake vaccines and us!!! https://youtu.be/qmzWq6Ej6Os","https://mbasic.facebook.com/story.php?story_fbid=10162169751605725&id=153080620724&p=770&av=100006202006442&eav=AfaFcy_n6BjJ7wRlfQvSe9y4gP9B0uGGNvqRQC1E-454ADX4z8TAxQiWb4h4HwKvrKU&refid=52","Affiliation"
"301KG0KX9CI9ECWWUO15B4S6BXF2HV","3P7L6K2EZ9XVGD5DVSKNTJFSSDFN4E","Counterspeech Identification","Counterspeech Identification","hate speech, counter speech, social media, identification","$0.01","Fri Feb 28 11:02:11 PST 2020","3","BatchId:3937885;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 06 11:02:11 PST 2020","","","34HJIJKLP6TRLB3XTT6Z74CZTL94V0","A2SDK993QYEAWJ","Submitted","Fri Feb 28 11:30:45 PST 2020","Fri Feb 28 11:30:48 PST 2020","Mon Mar 02 11:30:48 PST 2020","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","And also how about you sleep with your house unlocked and unalarmed.","And also how about you sleep with your house unlocked and unalarmed.","https://mbasic.facebook.com/comment/replies/?ctoken=10162169751605725_381595639332176&count=1&curr&pc=1&ft_ent_identifier=10162169751605725&gfid=AQBebQUdhUDUp4oz&refid=52&__tn__=R","Not Counterspeech"
"301KG0KX9CI9ECWWUO15B4S6BXF2HV","3P7L6K2EZ9XVGD5DVSKNTJFSSDFN4E","Counterspeech Identification","Counterspeech Identification","hate speech, counter speech, social media, identification","$0.01","Fri Feb 28 11:02:11 PST 2020","3","BatchId:3937885;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 06 11:02:11 PST 2020","","","3P59JYT76MH255KLKKNWD7RGCMYT2E","AWJKSPG8RWZF4","Submitted","Fri Feb 28 11:36:23 PST 2020","Fri Feb 28 11:36:29 PST 2020","Mon Mar 02 11:36:29 PST 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","And also how about you sleep with your house unlocked and unalarmed.","And also how about you sleep with your house unlocked and unalarmed.","https://mbasic.facebook.com/comment/replies/?ctoken=10162169751605725_381595639332176&count=1&curr&pc=1&ft_ent_identifier=10162169751605725&gfid=AQBebQUdhUDUp4oz&refid=52&__tn__=R","Facts/Logic"
"301KG0KX9CI9ECWWUO15B4S6BXF2HV","3P7L6K2EZ9XVGD5DVSKNTJFSSDFN4E","Counterspeech Identification","Counterspeech Identification","hate speech, counter speech, social media, identification","$0.01","Fri Feb 28 11:02:11 PST 2020","3","BatchId:3937885;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 06 11:02:11 PST 2020","","","3UXUOQ9OKFU4CAIIKWDAETIWZD1A7S","AT9UG11XAEDZL","Submitted","Fri Feb 28 11:44:22 PST 2020","Fri Feb 28 11:44:26 PST 2020","Mon Mar 02 11:44:26 PST 2020","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","And also how about you sleep with your house unlocked and unalarmed.","And also how about you sleep with your house unlocked and unalarmed.","https://mbasic.facebook.com/comment/replies/?ctoken=10162169751605725_381595639332176&count=1&curr&pc=1&ft_ent_identifier=10162169751605725&gfid=AQBebQUdhUDUp4oz&refid=52&__tn__=R","Not Counterspeech"
"301KG0KX9CI9ECWWUO15B4S6BXFH2A","3P7L6K2EZ9XVGD5DVSKNTJFSSDFN4E","Counterspeech Identification","Counterspeech Identification","hate speech, counter speech, social media, identification","$0.01","Fri Feb 28 11:02:08 PST 2020","3","BatchId:3937885;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 06 11:02:08 PST 2020","","","304SM51WA41VEI72EDBH4VYY49VSBO","AT9UG11XAEDZL","Submitted","Fri Feb 28 11:29:42 PST 2020","Fri Feb 28 11:29:47 PST 2020","Mon Mar 02 11:29:47 PST 2020","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","Curtis Rice Sir, youre so clever, youve blown my mind...","Christine M Terry   Ill Second that. !","https://mbasic.facebook.com/comment/replies/?ctoken=10162169751605725_780022362361014&count=19&curr&pc=1&ft_ent_identifier=10162169751605725&gfid=AQDJ90guZ7fCQq_R&refid=52&__tn__=R","Not Counterspeech"
"301KG0KX9CI9ECWWUO15B4S6BXFH2A","3P7L6K2EZ9XVGD5DVSKNTJFSSDFN4E","Counterspeech Identification","Counterspeech Identification","hate speech, counter speech, social media, identification","$0.01","Fri Feb 28 11:02:08 PST 2020","3","BatchId:3937885;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 06 11:02:08 PST 2020","","","3NAPMVF0ZXCF77NE7HKV8BZYNP627A","A1FEJS70EDTRVJ","Submitted","Fri Feb 28 11:30:08 PST 2020","Fri Feb 28 11:30:14 PST 2020","Mon Mar 02 11:30:14 PST 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Curtis Rice Sir, youre so clever, youve blown my mind...","Christine M Terry   Ill Second that. !","https://mbasic.facebook.com/comment/replies/?ctoken=10162169751605725_780022362361014&count=19&curr&pc=1&ft_ent_identifier=10162169751605725&gfid=AQDJ90guZ7fCQq_R&refid=52&__tn__=R","Negative tone"
"301KG0KX9CI9ECWWUO15B4S6BXFH2A","3P7L6K2EZ9XVGD5DVSKNTJFSSDFN4E","Counterspeech Identification","Counterspeech Identification","hate speech, counter speech, social media, identification","$0.01","Fri Feb 28 11:02:08 PST 2020","3","BatchId:3937885;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 06 11:02:08 PST 2020","","","3UNH76FOCT2OTVN848TF0XXTXTVMYL","A9KV8Q3VJY3Q5","Submitted","Fri Feb 28 11:29:36 PST 2020","Fri Feb 28 11:29:41 PST 2020","Mon Mar 02 11:29:41 PST 2020","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","Curtis Rice Sir, youre so clever, youve blown my mind...","Christine M Terry   Ill Second that. !","https://mbasic.facebook.com/comment/replies/?ctoken=10162169751605725_780022362361014&count=19&curr&pc=1&ft_ent_identifier=10162169751605725&gfid=AQDJ90guZ7fCQq_R&refid=52&__tn__=R","Negative tone"
"301KG0KX9CI9ECWWUO15B4S6BXG2HW","3P7L6K2EZ9XVGD5DVSKNTJFSSDFN4E","Counterspeech Identification","Counterspeech Identification","hate speech, counter speech, social media, identification","$0.01","Fri Feb 28 11:03:01 PST 2020","3","BatchId:3937885;OriginalHitTemplateId:928390909;","3600","259200","Fri Mar 06 11:03:01 PST 2020","","","34HJIJKLP6TRLB3XTT6Z74CZTLHV4Z","A1FEJS70EDTRVJ","Submitted","Fri Feb 28 12:14:03 PST 2020","Fri Feb 28 12:14:10 PST 2020","Mon Mar 02 12:14:10 PST 2020","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Do they also work for mass shootings????","Arturo Rosales I don't know if it does or not but I do know this is what you sound and look like when you stop your TDS treatments! https://youtu.be/wDYNVH0U3cs","https://mbasic.facebook.com/comment/replies/?ctoken=10162169751605725_10162170411920725&count=3&curr&pc=1&ft_ent_identifier=10162169751605725&gfid=AQCJNBK00SNZtAO5&refid=52&__tn__=R","Not Counterspeech"
